Data risposta;ID impegno;Tipo utenza;Quale dichiarazione Tari hai presentato?;Nel complesso quanto è stato facile utilizzare questo servizio;Potresti specificare in quale punto hai riscontrato maggiori di;Nel complesso quanto sei soddisfatto del servizio online per la;Parleresti bene di questo servizio ad altre persone?
2024-12-04;116D8DBB-21B2-EF11-B8E8-7C1E528272B1;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;8
2024-03-21;1173ABA0-8EE7-EE11-904C-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-29;1186948A-9A1D-EF11-840A-7C1E52124335;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-12;11AD595F-9228-EF11-840A-000D3A288D31;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-11-05;11B1777E-699B-EF11-8A69-6045BD8F4093;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-30;11CF44AB-89BF-EE11-9078-000D3AC21163;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-12;11DC120A-8D28-EF11-840A-000D3A20D847;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-20;11EE16F1-3EA7-EF11-B8E8-7C1E526063FE;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-07-07;12027609-553C-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-09-30;1204909A-007F-EF11-AC21-6045BDF4FB0F;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-27;121AC5D1-ECBC-EE11-9079-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-30;1229FADA-A31E-EF11-840A-0022488796B9;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-28;1236B99C-CC4C-EF11-BFE2-6045BD8E74EE;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-07;123CA05F-59AD-EE11-A569-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-11-21;126AE77A-49A8-EF11-B8E8-6045BD98A870;Utenze domestiche;Dichiarazione di cessazione;3;;4;9
2024-09-14;128555DA-BC72-EF11-A670-6045BD9E05FD;Utenze domestiche;Dichiarazione di occupazione;3;;4;10
2024-02-07;128A55B2-9EC5-EE11-9079-6045BD8C5BAD;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-02-12;1297B6CD-B5C9-EE11-9079-6045BD8C531D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-30;12A84AE3-25AF-EF11-B8E8-7C1E525E779D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-12;12C95A07-C8F8-EE11-A1FD-000D3A49BEEF;Utenze domestiche;Dichiarazione di occupazione;2;Altro;2;2
2024-10-15;12E1BC51-1E8B-EF11-AC20-6045BD8C5AF2;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-12-31;12EEDFB7-8FC7-EF11-B8E8-000D3AB81EEB;Utenze domestiche;Dichiarazione di occupazione;2;ricerca delle informazioni sul servizio;2;3
2024-10-08;12F1B6DE-6285-EF11-AC20-6045BD905265;Utenze domestiche;Dichiarazione di occupazione;1;Altro;4;10
2024-04-18;13088D92-67FD-EE11-A1FE-000D3A24DCC3;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-03;1310FAB4-9AB1-EF11-B8E8-000D3A22DAE6;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-19;131F9D62-4B2E-EF11-840A-0022487FD8B0;Utenze domestiche;Dichiarazione di occupazione;3;;3;10
2024-03-18;132FE850-50E5-EE11-904C-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-01;13446B95-4E50-EF11-BFE2-6045BD9C303E;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-12-19;134CBEB8-0FBE-EF11-B8E9-000D3A670473;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-09-20;136D6E95-5777-EF11-A670-6045BD8D9E2F;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-02-22;13800BF3-D8D1-EE11-9079-6045BD8C54CB;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-07;1392A4A7-316D-EF11-A671-6045BDF2E761;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-03;139A74A9-DB69-EF11-BFE2-002248824EC8;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-11-15;13E9439F-46A3-EF11-8A69-6045BD9F4228;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-17;13F87D44-1A75-EF11-A670-6045BDA061AB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-08;14367DD8-46C6-EE11-9079-000D3AC21163;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-08-23;144EE425-2661-EF11-BFE3-000D3A45884E;Utenze domestiche;Dichiarazione di cessazione;1;complessità della procedura;1;2
2024-10-19;1455FA6D-128E-EF11-AC20-7C1E52122F9C;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-06-25;147413DC-1A33-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di occupazione;4;;2;7
2024-02-13;148D7C2F-96CA-EE11-9079-6045BD8C507A;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-28;14928D49-05C5-EF11-B8E8-6045BDDDCAE6;Utenze domestiche;Dichiarazione di occupazione;4;;3;7
2024-01-16;14B53D28-62B4-EE11-A569-6045BD8C594F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-13;14BA76C9-45E1-EE11-904C-000D3ABBF4A7;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-30;14D33D34-CF06-EF11-9F89-6045BD8C0648;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-01-26;14FC3F6F-5DBC-EE11-A569-6045BD8C594F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-19;14FF77C6-5ACF-EE11-9079-6045BD8C54CB;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;2;6
2024-06-25;1523F5FF-D332-EF11-8409-000D3AAD9523;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-17;153108D1-7E8C-EF11-AC20-6045BD9F7262;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-07-01;1534B3F6-B837-EF11-8409-0022487FD8B0;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;8
2024-10-14;154493A9-4F8A-EF11-AC20-6045BD8C5AF2;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-01-05;156F55B1-E4AB-EE11-BE37-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;4;;3;9
2024-12-20;1588863F-D8BE-EF11-B8E9-000D3A67B886;Utenze domestiche;Dichiarazione di occupazione;2;linguaggio utilizzato;2;5
2024-06-29;158AEE24-1E36-EF11-8409-002248896B6D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-29;158BC947-28D7-EE11-904D-6045BD8C54CF;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-09-24;15D16E36-4A7A-EF11-AC20-6045BD98EC6F;Utenze domestiche;Dichiarazione di cessazione;3;;4;9
2024-11-18;15D5C374-87A5-EF11-B8E8-7C1E5270709C;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-27;15DE3D94-474C-EF11-BFE2-6045BD9C303E;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-05-06;15FA91E7-D70B-EF11-9F89-6045BD93CED5;Utenze domestiche;Dichiarazione di cessazione;4;;4;7
2024-11-23;1601697B-ACA9-EF11-B8E8-000D3A22DAE6;Utenze non domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-16;1605F5DC-C7BB-EF11-B8E9-000D3A67B886;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-02-29;1610811E-16D7-EE11-904D-6045BD8C5293;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-24;16158765-1332-EF11-8409-0022487FD8B0;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-07-18;162B851C-DB44-EF11-A316-000D3AAC8041;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-03;163FA541-66AA-EE11-BE37-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;7
2024-06-30;1647FBFC-2637-EF11-8409-000D3A20D847;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-05;1662DAD5-C29B-EF11-8A69-6045BD99F15D;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-05-28;16660270-F21C-EF11-840A-000D3A262F06;Utenze domestiche;Dichiarazione di occupazione;4;;3;9
2024-01-07;166AB4BA-84AD-EE11-A569-6045BD8C594F;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-12;1684AAAD-BB58-EF11-BFE3-6045BD8E74EE;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-20;16AF4F14-6B77-EF11-A670-6045BD9364F5;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-06-17;16C906E6-A42C-EF11-840A-6045BD873DDF;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-05-01;16CFE992-C407-EF11-9F89-6045BD940C6B;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-10-14;16E59D5C-FD89-EF11-AC20-6045BD970AC8;Utenze non domestiche;Dichiarazione di cessazione;2;complessità della procedura;4;6
2024-10-01;1709F8B5-0980-EF11-AC20-6045BD9D0F68;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-09;171EDC77-30AF-EE11-A569-6045BD8C54CF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-26;1726206C-50BC-EE11-A569-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-10;17274541-4E6F-EF11-A670-6045BD96D0B3;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-05-29;174DE855-AC1D-EF11-840A-000D3A250068;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-08;177B3109-46AE-EE11-A569-000D3AAC73C7;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-13;17C89D89-ABF9-EE11-A1FE-000D3A272643;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-05-09;17DB17F6-EB0D-EF11-9F89-6045BD9F5DBF;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-19;17EF968F-F1E5-EE11-904C-0022487F1C76;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-18;17F293C8-308D-EF11-AC21-000D3A28A8CE;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-07;17FB74F7-9684-EF11-AC21-6045BDF3CACF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-18;17FDE2F8-FFB5-EE11-A569-6045BD8C594F;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-02-28;18064D37-50D6-EE11-904C-000D3AC21163;Utenze domestiche;Dichiarazione di cessazione;3;;4;9
2024-05-31;180EF6FD-811F-EF11-840A-000D3A445838;Utenze domestiche;Dichiarazione di occupazione;3;;2;5
2024-01-30;18100900-9ABF-EE11-9078-000D3AC21163;Utenze domestiche;Dichiarazione di occupazione;3;;4;7
2024-05-06;183B5B01-5E0B-EF11-9F89-000D3A2B097D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-01;18449BB6-D537-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-23;1868901C-4091-EF11-8A69-6045BDF6065D;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-03-05;186D4464-FADA-EE11-904B-6045BD878FE8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-07;186E0769-0BF5-EE11-A1FD-000D3A272643;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-07-01;187208AD-7637-EF11-8409-0022487FD8B0;Utenze domestiche;Dichiarazione di occupazione;4;;4;7
2024-04-30;187F0EA4-1A07-EF11-9F89-000D3A4C2AA4;Utenze domestiche;Dichiarazione di cessazione;3;;4;8
2024-07-10;18867E24-8D3E-EF11-8409-002248808AEC;Utenze domestiche;Dichiarazione di occupazione;4;;3;7
2024-06-18;188979BA-772D-EF11-840A-6045BD8C2393;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-27;188A862E-B5D5-EE11-904D-6045BD8C58F9;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-02;18AC38CE-F0B0-EF11-B8E8-6045BDF6065D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-05;18ADADF6-859B-EF11-8A69-6045BD8B9E34;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-05-09;18B9EEFF-120E-EF11-9F89-6045BD8C17FC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-12;18BACE44-E3A0-EF11-8A69-6045BDF62AB0;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-09-15;18D771DD-9673-EF11-A670-6045BD9E05FD;Utenze domestiche;Dichiarazione di occupazione;2;ricerca delle informazioni sul servizio;2;5
2024-06-25;18EE0D66-DC32-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-07-24;18F1037A-CE49-EF11-BFE2-6045BD86FA8D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-26;18FEAADE-5DEB-EE11-A203-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;2;complessità della procedura;2;3
2024-10-08;1908D813-7C85-EF11-AC20-6045BD8C5AF2;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-07-16;190D5B0B-A443-EF11-A316-000D3ABB5D16;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-03-01;1925F86C-B3D7-EE11-904D-6045BD8C5FDB;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-21;192E002D-7817-EF11-9F89-000D3AAA0862;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-06;19332ABE-B2B3-EF11-B8E8-7C1E528272B1;Utenze domestiche;Dichiarazione di cessazione;2;linguaggio utilizzato;2;2
2024-10-22;1944DA94-7090-EF11-8A69-7C1E5270709C;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-08;195A175F-30AE-EE11-A569-6045BD8C531D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-21;1960A2C5-A88F-EF11-8A69-6045BD936FDF;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-05;1976C9E0-9A6B-EF11-BFE2-000D3A298582;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-10-26;197E4613-8F93-EF11-8A69-7C1E5270709C;Utenze domestiche;Dichiarazione di cessazione;2;ricerca delle informazioni sul servizio;2;2
2024-01-12;199C0DAA-5EB1-EE11-A569-000D3A243232;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-05;199FE39D-E9AB-EE11-BE37-6045BD8C54CB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-22;19C8185D-0418-EF11-9F89-000D3A2795B1;Utenze domestiche;Dichiarazione di cessazione;4;;4;6
2024-09-20;19DF6BDE-8577-EF11-A670-000D3A248975;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-24;19EB0490-E501-EF11-9F89-000D3A2E471B;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-13;1A0E4562-7D89-EF11-AC20-7C1E52122F9C;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-22;1A3AAA77-BED1-EE11-9079-6045BD8C594F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-08;1A4BFB4E-98C6-EE11-9079-000D3AC21163;Utenze domestiche;Dichiarazione di cessazione;3;;4;8
2024-12-18;1A616C34-20BD-EF11-B8E9-000D3A693702;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-03-19;1A6BC2D9-C8E5-EE11-904C-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;4;;3;7
2024-03-25;1A730611-B2EA-EE11-A203-000D3AAEAE5C;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-03-22;1A76056F-2AE8-EE11-904C-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-05;1A941589-C7AB-EE11-BE37-000D3A26D4A6;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-07-09;1A9502EE-303E-EF11-8409-6045BD90C918;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-08-06;1AB71D3E-FA53-EF11-BFE3-000D3ABB5D16;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-05;1ABB703C-5A9B-EF11-8A69-6045BDF62AB0;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-01;1ACE4A89-4998-EF11-8A69-000D3A24232C;Utenze domestiche;Dichiarazione di cessazione;3;;4;9
2024-08-01;1AD04905-1050-EF11-BFE2-000D3AAFE5B5;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-21;1AD406B9-29A8-EF11-B8E8-6045BD99F15D;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-06-04;1ADBB66E-4D22-EF11-840A-000D3AAA0862;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-07-23;1AE79CCB-2749-EF11-BFE2-6045BD86FA8D;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-01-31;1AE7E014-20C0-EE11-9079-000D3AAC74F3;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-03-28;1B0BF5C8-42ED-EE11-A203-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;3;;4;9
2024-05-01;1B25F3E7-A807-EF11-9F8A-6045BD878FE8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-25;1B3674DA-7CAB-EF11-B8E8-6045BD94882C;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-24;1B3EF055-A7BA-EE11-A569-6045BD8C5C30;Utenze domestiche;Dichiarazione di cessazione;2;complessità della procedura;2;2
2024-05-29;1B5FC645-B61D-EF11-840A-7C1E52124335;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-06-23;1B6161DA-8731-EF11-8409-000D3A20D847;Utenze domestiche;Dichiarazione di occupazione;3;;3;6
2024-12-02;1B693A0C-D4B0-EF11-B8E8-6045BD8D5E7C;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-04;1B6A21C6-5FB2-EF11-B8E8-00224883806C;Utenze domestiche;Dichiarazione di occupazione;4;;3;8
2024-02-19;1B9CD0A3-12CF-EE11-9079-6045BD8C5293;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-07-30;1BB12AE1-9E4E-EF11-BFE2-000D3A45884E;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-04-15;1BCD1791-F8FA-EE11-A1FE-000D3A2E471B;Utenze non domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-04;1BD01CB1-F3AA-EE11-BE37-000D3A26D4A6;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-25;1BD3A7B4-B0C2-EF11-B8E9-000D3A66FD6F;Utenze domestiche;Dichiarazione di occupazione;2;linguaggio utilizzato;3;8
2024-07-27;1BD444FF-024C-EF11-BFE2-000D3A22DFF6;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-06-29;1BD6A9D1-F335-EF11-8409-6045BD8BB1F6;Utenze domestiche;Dichiarazione di occupazione;3;;2;2
2024-03-06;1BD84936-8ADB-EE11-904C-6045BD8C5293;Utenze domestiche;Dichiarazione di occupazione;1;complessità della procedura;1;1
2024-08-25;1BE3A07D-DD62-EF11-BFE3-000D3A45884E;Utenze domestiche;Dichiarazione di occupazione;1;ricerca delle informazioni sul servizio;1;0
2024-04-09;1BF86F59-94F6-EE11-A1FD-000D3ABBF4A7;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-14;1C05E2C2-328A-EF11-AC20-7C1E522799F5;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-27;1C2CCEF8-E3AC-EF11-B8E8-6045BD9C92CC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-28;1C382328-081D-EF11-840A-6045BD891A98;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-11-17;1C3C56F3-D0A4-EF11-8A69-7C1E5250F344;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-06-14;1C3DA51F-7F2A-EF11-840A-6045BD8786B1;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-04-11;1C5EDF92-11F8-EE11-A1FE-6045BDF5A821;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-06-10;1C66E67A-6327-EF11-840A-000D3A288D31;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-01-30;1C69AFFB-6FBF-EE11-9079-000D3A26D4A6;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-11;1C778F79-69B0-EE11-A569-6045BD8C507A;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-04;1C7BC295-470A-EF11-9F8A-6045BD878FE8;Utenze domestiche;Dichiarazione di occupazione;2;complessità della procedura;2;5
2024-12-13;1C87D55B-74B9-EF11-B8E8-6045BD94882C;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-08-07;1C8C0D53-D054-EF11-BFE3-6045BD8E74EE;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-07;1CA18328-B754-EF11-BFE3-6045BD92145B;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-12-02;1CB4BB93-AEB0-EF11-B8E8-6045BD9A0DAC;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-02-28;1CCCA73C-52D6-EE11-904D-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;1;linguaggio utilizzato;1;0
2024-01-13;1CCE4F68-22B2-EE11-A569-6045BD8C54E2;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-08;1CE0B2C9-A8F5-EE11-A1FD-000D3ABFD3BB;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;10
2024-09-08;1CEBC062-F86D-EF11-A670-6045BD9D74A9;Utenze domestiche;Dichiarazione di occupazione;2;linguaggio utilizzato;3;5
2024-05-27;1D0984AB-0E1C-EF11-840A-6045BD891A98;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-08;1D1601DC-78AE-EE11-A569-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-01;1D2D82ED-C1D7-EE11-904D-6045BD8C5FDB;Utenze domestiche;Dichiarazione di cessazione;3;;4;9
2024-07-02;1D427809-6538-EF11-8409-000D3A20D847;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-12-05;1D466242-E7B2-EF11-B8E8-7C1E528272B1;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-01-08;1D619022-4AAE-EE11-A569-000D3A26D4A6;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-05-28;1D787990-101D-EF11-840A-000D3A445838;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-12-12;1D8DA100-73B8-EF11-B8E8-6045BD9F7262;Utenze domestiche;Dichiarazione di occupazione;1;complessità della procedura;1;1
2024-09-15;1D913D5E-5973-EF11-A670-6045BD9E05FD;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-14;1D94E7CB-008A-EF11-AC20-6045BD8F4093;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;9
2024-07-14;1DA28E49-EE41-EF11-A316-002248823B21;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-19;1DB4CE8D-C0E5-EE11-904D-6045BDF57BBC;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;8
2024-03-26;1DCCA0BF-46EB-EE11-A204-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-10-06;1DD23000-0284-EF11-AC20-6045BD8ED35A;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-05;1DD99D18-D26B-EF11-BFE2-000D3A26EE36;Utenze domestiche;Dichiarazione di occupazione;1;complessità della procedura;1;0
2024-09-24;1DEE392A-537A-EF11-A670-6045BDA15CFD;Utenze domestiche;Dichiarazione di occupazione;3;;4;10
2024-05-24;1DF5DBA1-B819-EF11-9F89-6045BD9C845E;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-05-23;1E1B9D69-3A19-EF11-9F89-00224884BDAC;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-11-15;1E288D47-7FA3-EF11-8A69-7C1E52294F4B;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-06-03;1E2CCB77-E721-EF11-840A-6045BD8C15A3;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-09-09;1E2E88A9-7C6E-EF11-A670-002248824EC8;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-11-10;1E446C06-779F-EF11-8A69-000D3A24232C;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-18;1E4F1BE4-1145-EF11-A316-6045BD9CED1D;Utenze domestiche;Dichiarazione di occupazione;2;linguaggio utilizzato;2;2
2024-07-31;1E66D4B1-3A4F-EF11-BFE2-6045BD9B6B86;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-01-25;1E75CD86-D0BB-EE11-A568-000D3AC21163;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-08-30;1EAB183A-DC66-EF11-BFE2-6045BDF483DC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-08-17;1EAD5182-A35C-EF11-BFE3-6045BDF2E761;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-07-18;1EED0032-0745-EF11-A316-6045BD9CED1D;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-12-05;1F2E0BD8-52B3-EF11-B8E8-6045BD99DE83;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-19;1F38D982-A2B6-EE11-A569-6045BD8C594F;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-12;1F41F330-A4B8-EF11-B8E8-7C1E528272B1;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-05-24;1F47EBAB-081A-EF11-9F8A-000D3A291F44;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
