Unità immobiliare;Tipologia;Consistenza;Indirizzo;Municipio;Foglio;Mappale;Subalterno;Tipologia destinazione;Utilizzazione;Ente assegnatario;Protocollo/ Repertorio;Estremi contratto ;Oggetto;Durata anni  contr.;Periodo contratto Dal / al;note;periodo
207;box;29 mq;via Torre C. 24;6;519;314;753;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
208;appart.;1 vani;via Torriani Napo 22;2;270;124;66;Scopi Sociali;“Progetto di Terza Accoglienza - Housing Sociale Temporaneo”. Aumentare e migliorare l’offerta abitativa per le fasce deboli, integrare l’intervento del percorso di accompagnamento al reinserimento sociale.;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;;In attesa di registrazione all'Agenzia delle Entrate;Contratto per la concessione in uso gratuito del lotto n.1 costituito da n. 2 unità immobiliari site in via Napo Torriani n. 22 - Milano, confiscate alla criminalità e trasferite al patrimonio indisponibile del comune di Milano a Fondazione Progetto Arca Ets. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto.;8;27.02.2026 26.02.2034;Assegnatoa Fondazione Progetto Arca Onlus, in attesa firma contratto;marzo 2026
209;appart.;1,5 vani;via Torriani Napo 22;2;270;292;50;Scopi Sociali;“Progetto di Terza Accoglienza - Housing Sociale Temporaneo”. Aumentare e migliorare l’offerta abitativa per le fasce deboli, integrare l’intervento del percorso di accompagnamento al reinserimento sociale.;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;;;;;;;marzo 2026
210;appart.;42 mq.;via Torriani Napo 22;2;270;292;64;Scopi Sociali;"GESTIONE DIRETTA ""RESIDENZIALITA' SOCIALE TEMPORANEA""";GESTIONE DIRETTA del Comune di Milano Welfare e Salute;;;;;;;marzo 2026
211;appart.;45 mq.;Via Torricelli 9;5;522;357;23 e 24;Scopi Sociali;"GESTIONE DIRETTA ""RESIDENZIALITA' SOCIALE TEMPORANEA""";GESTIONE DIRETTA del Comune di Milano Welfare e Salute;;;;;;;marzo 2026
212;appart.;80;Via Val di Bondo 21;9;14;104;25;Scopi Sociali;"Progetto ""Le Corti di Archè"" Accoglienza Mamma-Bambino";Fondazione Archè Onlus Via Stresa, 6 20125 Milano;Repertorio n. 106139;Ag. Entrate MI 1 28.11.2022 serie 3 6435;Contratto per la concessione in uso gratuito del lotto n. 3 costituito da n. 4 unita’ immmobiliari siti in Milano in via Farini 75, via Litta Modignani 6-8, via Val di Bondo 21, confiscati alla criminalita’ e trasferiti al patrimonio indisponibile del comune di Milano. Durata della concessione anni 6 (sei) a far tempo dalla sottoscrizione del presente contratto;6;08.11.2022 07.11.2028;;marzo 2026
213;appart.;1 vani;via Vallazze 26;3;274;316;40;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;"Assegnato a seguito di ultimo Bando 2025 a ""ATI TRA FONDAZIONE CASA DELLA CARITA' E FUORILUOGHI "", in attesa dei Controlli amministrativi per la firma del contratto.";marzo 2026
214;solaio pertin.;14 mq;via Vallazze 26;3;274;316;51 ;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
215;appart.;1 vani;via Vallazze 26;3;274;316;501;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;-;;;;;"Assegnato a seguito di ultimo Bando 2025 a ""ATI TRA FONDAZIONE CASA DELLA CARITA' E FUORILUOGHI "", in attesa dei Controlli amministrativi per la firma del contratto.";marzo 2026
216;solaio pertin.;25 mq;via Vallazze 26;3;274;316;52;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
217;appart.;21 mq.;via Vallazze 26;3;274;316;34;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;"Assegnato a seguito di ultimo Bando 2025 a ""ATI TRA FONDAZIONE CASA DELLA CARITA' E FUORILUOGHI "", in attesa dei Controlli amministrativi per la firma del contratto.";marzo 2026
218;solaio pertin.;24 mq;via Vallazze 26;3;274;316;53;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
219;appart.;1 vani;via Vallazze 26;3;274;316;36;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;"Assegnato a seguito di ultimo Bando 2025 a ""ATI TRA FONDAZIONE CASA DELLA CARITA' E FUORILUOGHI "", in attesa dei Controlli amministrativi per la firma del contratto.";marzo 2026
220;solaio pertin.;24 mq;via Vallazze 26;3;274;316;55;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
221;appart.;1 vani;via Vallazze 26;3;274;316;39;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;"Assegnato a seguito di ultimo Bando 2025 a ""ATI TRA FONDAZIONE CASA DELLA CARITA' E FUORILUOGHI "", in attesa dei Controlli amministrativi per la firma del contratto.";marzo 2026
222;cantina;10 mq;via Vallazze 26;3;274;316;61;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
223;solaio pertin.;17 mq;via Vallazze 26;3;274;316;56;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
224;appart.;62 mq. ;via Vallazze 26;3;274;316;35;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;Repertorio n. 106845.;In attesa ricevuta della Registrazione presso Agenzia delle Entrate;Contratto per la concessione in uso gratuito delle unità immobiliari sie in via Vallazze 26 – Milano, confiscate alla criminalità e trasferite al patrimonio indisponibile del comune di Milano ad Fondazione Casa della Carità Angelo Abriani Onlus. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto.;8 anni;18.09.2025 17.09.2033;;marzo 2026
225;solaio pertin.;15 mq;via Vallazze 26;3;274;316;57;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
226;solaio pertinenza;11 mq;via Vallazze 26;3;274;320;46;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
227;appart.;43 mq.;via Vallazze 26;3;274;316;37;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;Repertorio n. 106845.;In attesa ricevuta della Registrazione presso Agenzia delle Entrate;Contratto per la concessione in uso gratuito delle unità immobiliari sie in via Vallazze 26 – Milano, confiscate alla criminalità e trasferite al patrimonio indisponibile del comune di Milano ad Fondazione Casa della Carità Angelo Abriani Onlus. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto.;8 anni;18.09.2025 17.09.2033;;marzo 2026
228;solaio pertin.;13 mq;via Vallazze 26;3;274;316;502;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
229;appart.;41 mq.;via Vallazze 26;3;274;322;4;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;Repertorio n. 106845.;In attesa ricevuta della Registrazione presso Agenzia delle Entrate;Contratto per la concessione in uso gratuito delle unità immobiliari sie in via Vallazze 26 – Milano, confiscate alla criminalità e trasferite al patrimonio indisponibile del comune di Milano ad Fondazione Casa della Carità Angelo Abriani Onlus. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto.;8 anni;18.09.2025 17.09.2033;;marzo 2026
230;solaio pertin.;10 mq;via Vallazze 26;3;274;320;45;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
231;appart.;47 mq.;via Vallazze 26;3;274;316;31;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;Repertorio n. 106845.;In attesa ricevuta della Registrazione presso Agenzia delle Entrate;Contratto per la concessione in uso gratuito delle unità immobiliari sie in via Vallazze 26 – Milano, confiscate alla criminalità e trasferite al patrimonio indisponibile del comune di Milano ad Fondazione Casa della Carità Angelo Abriani Onlus. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto.;8 anni;18.09.2025 17.09.2033;;marzo 2026
232;solaio pertin.;6 mq;via Vallazze 26;3;274;320;47;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
233;solaio pertin.;12 mq;via Vallazze 26;3;274;320;48;Scopi Sociali;"Progetto “Alloggi destinati a neomaggiorenni in uscita da unità di offerta residenziali"".";Fondazione Casa della Carità Angelo Abriani Onlus (Capofila) Via Brambilla 8/10 20128 Milano C.F.: 9731677015 A.T.I - Azienda Temporanea di Imprese: FUORILUOGHI Società Cooperativa Sociale;;;;;;;marzo 2026
234;locale comm.le;22 mq;via Vallazze 26;3;274;316;28;Scopi Sociali;Progetto Sociale dedicato al mondo dei minori, dei giovani e della scuola, attraverso la configurazioen di una sede aperta al pubblico, incentrata sull'avvio e sulla pareparazione alla cittadinanza attiva e sulla diffuzione del volontariato giovanile intesi come strumenti di crescita, nell'ottica di orientare i talenti e le attitudini, prevenire le manifestazioni del disagio giovanile e recuperare le situazioni di fragilità.;Associazione Culturale Internazionale Cuore e Parole Onlus;Repertorio n. 106320;Ag. Entrate MI 1 28.09.2023 Serie 3 X n. 2307;Contratto per la concessione in uso gratuito ai sensi dell’art.48 del d.lgs. 159/2011 (codice antimafia) all’associazione Culturale Internazionale Cuore E Parole Onlus (c.f. 97386810150) dell’unità immobiliare di proprietà comunale sito in via Vallazze n. 26- Milano;5;29.10.2023 26.08.2028;;marzo 2026
235;cantina;12 mq;via Vallazze 26;3;274;316;65;Scopi Sociali;Progetto Sociale dedicato al mondo dei minori, dei giovani e della scuola, attraverso la configurazioen di una sede aperta al pubblico, incentrata sull'avvio e sulla pareparazione alla cittadinanza attiva e sulla diffuzione del volontariato giovanile intesi come strumenti di crescita, nell'ottica di orientare i talenti e le attitudini, prevenire le manifestazioni del disagio giovanile e recuperare le situazioni di fragilità.;Associazione Culturale Internazionale Cuore e Parole Onlus;;;;;;;marzo 2026
236;appart.;73 mq;via Valle Antrona 10;7;14;117;827;Scopi Sociali;;;;;;;;In corso nuovo Avviso per l'assegnazione;marzo 2026
237;appart.;4,5 vani;via Valle Isorno 3;7;416;125;3;Scopi Sociali;Progetto: “AMPLIARE LE POSSIBILITA’ DI ACCOGLIENZA PER DETENUTI E EX DETENUTII”. ;Cooperativa Sociale Comunità del Giambellino Via Bellini Gentile 6 20146 Milano;Repertorio n. 106815;Ag. Entrate MI 1 08.08.2025 serie 3X n. 004856;Rinnovo contratto per la concessione in uso gratuito alla Cooperativa Sociale Comunità Del Giambellino dei locali confiscati alla criminalità siti in via Valle Isorno N. 03 Milano Durata della concessione fino al 26/05/2025;12 mesi;27.05.2025 26.05.2026;;marzo 2026
238;laborat. per arti e mestieri;118 mq;via Varesina 66;8;126;220;-;Scopi Sociali;Vengono svolte le seguenti attività: 1) Lezioni di lingua e cultura italiana, bisettimanali, alle mamme dei bimbi iscritti nelle scuole. 2) Spazio giochi per i bimbi piccoli (0-3 anni) accompagnati dalle mamme. 3) Corsi di lingua prima (L1) per i ragazzi (5-13 anni). 4) Sportello di mediazione linguistica e di ascolto/orientamento sociale.;Mamme a scuola onlus Sede legale: Via Gassendi 13 c/o Centro Internazionale Helder Camara 20155 Milano;Repertorio n. 106245;Ag. Entrate MI 1 22.05.2023 serie 3X n. 001061;Rinnovo contratto per la concessione in uso gratuito, ai sensi dell’art.48 del d.lgs.n.159/2011(Codice Antimafia) a Mamme A Scuola ETS dei locali di proprietà comunale siti in via Varesina 66 - Milano per la durata di 5 anni fino al 26/03/2028.;5;27.03.2023 27.03.2028;;marzo 2026
239;box;11 mq;via Varesina 66;8;126;217;49;Scopi Sociali;Vengono svolte le seguenti attività: 1) Lezioni di lingua e cultura italiana, bisettimanali, alle mamme dei bimbi iscritti nelle scuole. 2) Spazio giochi per i bimbi piccoli (0-3 anni) accompagnati dalle mamme. 3) Corsi di lingua prima (L1) per i ragazzi (5-13 anni). 4) Sportello di mediazione linguistica e di ascolto/orientamento sociale.;Mamme a scuola onlus Sede legale: Via Gassendi 13 c/o Centro Internazionale Helder Camara 20155 Milano;;;;;;;marzo 2026
240;locale comm.le;21 mq;via Venini 34;2;232;245;2;Scopi Sociali;"Sportello BE-BETWEEN: Sportello Stranieri; Corsi di Italiano per Stranieri; Sostegno scolastico doposcuola; Sportello ascolto; Attività atte a facilitare lo scambio interculturale del quartiere";Abareka Nandre' Onlus Via Sauli Alessandro n.1 20127 Milano CF: 97308220157 ;Repertorio n. 106705;Ag. Entrate MI 1 17.03.2025 serie 3X n. 001084;Contratto per la concessione in uso gratuito dell’unità immobiliare sita in via Venini 34, Milano, confiscata alla criminalità e trasferita al patrimonio indisponibile del comune di Milano ad Associazione Abareka’ Nandree ODV. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto;8;17.03.2025 16.03.2033 ;;marzo 2026
241;box;31 mq;via Vespri Siciliani 30;6;513;118;45;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;Soggetto privato;Repertorio n. 105126;Ag. Entrate MI 1 27/06/2018 serie 3 T 12131;Contratto di Locazione Direzione Demanio;6+6;15.06.2018 14.06.2030;;marzo 2026
242;appart.;mq. 62;via Astesani, 56 (1° piano);9;39;146;6;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
243;appart.;mq. 130;via C. Imbonati, 25 (4° piano);9;136;51;40;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
244;appart.;mq. 41;via Cenisio, 40 (1° piano);8;220;269;69;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
245;appart.;mq. 43;via Farini, 33 (1° piano);9;223;218;25;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
246;appart.;mq. 43;via Frisi, 3 (2° piano);3;315;120;93;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
247;appart.;mq. 33;via Gaudenzio Ferrari, 9 (4° piano);1;474;191;35;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
248;appart.;mq. 46;via Lorenteggio, 56 (p. rialzato);6;468;59;3;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
249;appart.;mq. 45;via Martinetti, 21 (7° piano);7;377;200;77;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
250;appart.;mq. 44;P.le Martini, 2 (8°-9° piano);4;482;36;31;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
251;appart.;mq. 102 ;via Mecenate, 7 (3° piano);4;445;14;18;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
252;appart.;mq. 58,5;via Monte Ceneri, 71 (5° piano);8;182;240;155;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
253;appart.; mq. 47;via Palmanova, 34 (1° piano);3;237;105;11;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
254;appart.;mq. 85;via S. Faustino, 1 (2° piano);3;359;40;35;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
255;appart.;mq. 32;via Tartini, 3 (p. rialzato);9;133;399;9;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
256;appart.;mq. 95;via Val Lagarina, 67 (5° piano);8;10;91;16;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
257;appart.;mq. 126;via Venini, 26 (4° e 5° piano);2;232;321;29;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
258;appart.;4 vani;Via Lomellina, 38 (4° piano);4;395;227;33;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali alloggio di E.R.P. ;;;;;;;;marzo 2026
259;magazzino;116;Via Mosso, 4;2;235;90-107;-;Scopi Sociali;;;;;;;;"Immobile oggetto di manutenzione straordinaria ""housing First Via Mosso 4 - Tematica PNRR M5C2 - 1.3.1: Housing Temporaneo C.U.P. correlato al finanziamento B44H22000170006""";marzo 2026
260;locale comm.le;48;Via Mosso, 4;2;235;87;1;Scopi Sociali;;;;;;;;"Immobile oggetto di manutenzione straordinaria ""housing First Via Mosso 4 - Tematica PNRR M5C2 - 1.3.1: Housing Temporaneo C.U.P. correlato al finanziamento B44H22000170006""";marzo 2026
261;locale comm.le;23;Via Mosso, 4;2;235;87;3;Scopi Sociali;;;;;;;;"Immobile oggetto di manutenzione straordinaria ""housing First Via Mosso 4 - Tematica PNRR M5C2 - 1.3.1: Housing Temporaneo C.U.P. correlato al finanziamento B44H22000170006""";marzo 2026
262;appart.;156;Via Mosso, 4;2;235;87;4;Scopi Sociali;;;;;;;;"Immobile oggetto di manutenzione straordinaria ""housing First Via Mosso 4 - Tematica PNRR M5C2 - 1.3.1: Housing Temporaneo C.U.P. correlato al finanziamento B44H22000170006""";marzo 2026
263;magazzino;34;Via Mosso, 4;2;235;87;2;Scopi Sociali;;;;;;;;"Immobile oggetto di manutenzione straordinaria ""housing First Via Mosso 4 - Tematica PNRR M5C2 - 1.3.1: Housing Temporaneo C.U.P. correlato al finanziamento B44H22000170006""";marzo 2026
264;magazzino;10;Via Mosso, 4;2;235;81;1;Scopi Sociali;;;;;;;;"Immobile oggetto di manutenzione straordinaria ""housing First Via Mosso 4 - Tematica PNRR M5C2 - 1.3.1: Housing Temporaneo C.U.P. correlato al finanziamento B44H22000170006""";marzo 2026
265;magazzino;39;Via Mosso, 4;2;235;81;2;Scopi Sociali;;;;;;;;"Immobile oggetto di manutenzione straordinaria ""housing First Via Mosso 4 - Tematica PNRR M5C2 - 1.3.1: Housing Temporaneo C.U.P. correlato al finanziamento B44H22000170006""";marzo 2026
266;magazzino;43;Via Mosso, 4;2;235;87;701;Scopi Sociali;;;;;;;;"Immobile oggetto di manutenzione straordinaria ""housing First Via Mosso 4 - Tematica PNRR M5C2 - 1.3.1: Housing Temporaneo C.U.P. correlato al finanziamento B44H22000170006""";marzo 2026
267;terreni vari (22 particelle);;Area Ronchetto sul Naviglio;6;570;84 -90 -92 -98 -128 -129 -130 -131 -132 -133 -134 -135 -183 -184 -185 -188 -189 -190 -191 -192 -193 -194;-;Finalità Istituzionali;GESTIONE DIRETTA Finalità istituzionali per sviluppo del sistema dei trasporti milanesi;;;;;;;;marzo 2026
